#{"t_start": 1765055502.0717697, "env_id": "None"}
r,l,t
6840.693153,90,36.387297
82440.469906,90,36.488301
256861.893051,90,36.596916
272707.439114,90,36.694717
73168.964035,90,36.805096
-2225.523407,90,36.903186
-137213.903072,90,37.010352
268663.089195,90,37.112743
278512.527888,90,37.224259
184891.762979,90,37.323345
284858.290558,90,37.434986
321046.081909,90,37.536649
-62969.066742,90,37.643252
157985.136429,90,37.750291
220850.345833,90,37.868124
222616.756832,90,37.977806
334534.530014,90,38.083152
124634.256996,90,38.185035
90470.838654,90,38.292622
80514.551506,90,38.39312
18022.110546,90,38.497226
80003.703969,90,38.598569
182134.419155,90,38.701988
236164.106918,90,38.806849
130327.595952,90,38.917765
192460.169441,90,39.021186
184807.43815,90,39.133137
136553.749777,90,39.229483
52337.407178,90,39.340339
154502.526546,90,39.442297
-84622.56958,90,39.555164
-118320.431248,90,39.658268
173957.683388,90,39.763747
361231.507599,90,39.862204
306119.855713,90,39.974247
350832.714111,90,40.072592
31805.18158,90,40.1924
102188.436929,90,40.294412
220073.322807,90,40.396737
98009.695679,90,40.489765
90899.878555,90,40.600728
78390.308754,90,40.708802
158838.546848,90,40.816804
189087.556513,90,40.922812
197527.853456,90,41.026659
228402.785575,90,41.127168
-72230.022755,90,41.234877
-18591.416962,90,41.329612
32800.925652,90,41.43666
14708.49519,90,41.542371
140091.118217,90,41.64986
187720.321156,90,41.75142
139124.728571,90,41.86122
129829.608818,90,41.967277
398030.827682,90,42.071374
361300.242626,90,42.177947
-40821.099472,90,42.28417
150144.263195,90,42.389247
-29764.340401,90,42.502139
37534.332642,90,42.607291
324181.188469,90,42.708799
168110.553532,90,42.80854
244338.685232,90,42.929948
7115.806931,90,43.035651
260370.007256,90,43.141597
199675.160217,90,43.244043
102976.572941,90,43.357075
56926.506554,90,43.460558
163293.407916,90,43.573154
157527.255493,90,43.67087
4982.876602,90,43.776486
139568.616173,90,43.878051
-9421.304695,90,43.987812
88306.560287,90,44.093633
78494.332333,90,44.207776
195290.301809,90,44.3138
167802.658554,90,44.428767
53033.2791,90,44.528271
32518.549789,90,44.641849
136879.661667,90,44.750473
276227.147888,90,44.85772
415837.493065,90,44.965862
375030.91069,90,45.240309
17484.894241,90,45.33927
218272.913727,90,45.446764
211340.547327,90,45.548401
235643.300195,90,45.658238
19036.373199,90,45.760322
-2587.849482,90,45.870474
-57673.587463,90,45.974258
224935.264206,90,46.142797
124069.699648,90,46.241229
89293.681931,90,46.345538
9457.119396,90,46.449031
